"recipe_name_original","markup_recipe_name_original","recipe_name_interpreted","restriction","topic_sum","subtopic_sum","named_individuals_sum","date_of_recipe_YEAR","source_book","unique_recipe_code","costs_prices","discusses_durability","discusses_quality","illustration","swatch"
"Mr C V. Pontigny","Mr C V. Pontigny","people or companies",,"notes on people or companies, address",,"Pontigny, Mr. C V",,"01","01P035L04",,"no","no","no","no"
"Smalt","Smalt","smalt",,"pigment manufacture","smalt","Gregory",,"01","01P035L05",,"no","no","no","no"
"Soda Soap","Soda Soap","soda soap",,"miscellaneous materials",,,,"01","01P035L07",,"no","no","no","no"
"Metals in Powder","Metals in Powder","metals in powder",,"miscellaneous materials",,"H C N",,"01","01P035L11",,"no","no","no","no"
"Mr Oildfields Builder","Mr Oildfields Builder","people or companies",,"notes on people or companies, address",,"Oldfields, Mr.",,"01","01P035L14",,"no","no","no","no"
"Monro (says that scrap Iron can be carbonized [...]","Monro (says that scrap Iron can be carbonized [...]","[notes]",,"notes, miscellaneous processes","iron","Monro",,"01","01P035L17",,"no","no","no","no"
"Experiment Carmine","Experiment Carmine","carmine",,"experiment, pigment manufacture","carmine ",,,"01","01P036L01",,"no","yes","no","no"
"Lake Liquor","Lake Liq<em>uor</em>","lake liquor",,"pigment manufacture","lake liquor",,,"01","01P037L07",,"no","no","no","no"
"Precipitated Oxide of Iron","Precipitated Oxide of Iron","iron oxide pigment",,"pigment manufacture","iron",,,"01","01P037L15",,"no","no","no","no"
"Bistre","Bistre","bistre",,"miscellaneous materials","bistre","Parkers",,"01","01P038L01",,"no","no","no","no"
"Lamp Black","Lamp Black","lamp black pigment",,"pigment manufacture","lamp black","Parkers",,"01","01P038L03",,"no","no","no","no"
"Fish Oil refined by means of Tannin","Fish Oil refined by means of Tannin","tannin : to refine fish oil",,"miscellaneous processes",,"Parkers",,"01","01P038L06",,"no","no","no","no"
"Charcoal absorbs all the gases readily","Charcoal absorbs all the gases readily","charcoal",,"miscellaneous processes","charcoal","Parkers",,"01","01P038L07",,"no","no","no","no"
"Superiority of Animal Charcoal for purifying purposes","Superiority of Animal Charcoal for purifying purposes","charcoal",,"miscellaneous processes","charcoal","Crells",,"01","01P038L09",,"no","no","no","no"
"Coke absorbs 35 per Cent of water","Coke absorbs 35 per Cent of water","coke",,,,"Parkers",,"01","01P038L12",,"no","no","no","no"
"Experiment Idea of laying an engraying","Experiment Idea of laying an engraying","engraving",,"miscellaneous processes",,,,"01","01P038L13",,"no","no","no","no"
"Plumbago","Plumbago","plumbago (black lead)",,"pigment manufacture","black pigments, lead pigments",,,"01","01P038L17",,"no","no","no","no"
"Shell Lac for Lamps","Shell Lac for Lamps","shellac",,"miscellaneous materials","shellac",,,"01","01P039L01",,"no","no","no","no"
"Precipitated Sulphur","Precipitated Sulphur","sulphur : notes",,"miscellaneous materials",,"Monro",,"01","01P039L04",,"no","no","no","no"
"Carbonates","Carbonates","[chemical notes : misc.]",,"chemistry of pigment",,,,"01","01P039L08",,"no","no","no","no"
"Chromate of Ammonia","Chromate of Ammonia","chromate of ammonia",,"miscellaneous materials, question posed (not answered)","ammonia, chrome, lemon yellow",,,"01","01P039L13",,"no","no","no","no"
"Constant White","Constant White","barytic white",,"question posed (not answered)","barytic white",,,"01","01P039L16",,"no","no","no","no"
"Soap of Poppy Oil","Soap of Poppy Oil","oil : poppy",,"miscellaneous materials",,,,"01","01P039L19",,"no","no","no","no"
"Toasts 1844","Toasts 1844","[unrelated material]",,"unrelated material",,,"1844","01","01P040L01",,"no","no","no","no"
"Pure Barytes","Pure Barytes","barytes",,"pigment manufacture","barytes","Accum",,"01","01P040L05",,"no","no","no","no"
"Fire Lute","Fire Lute","gum",,"gum",,"Paches [?]",,"01","01P040L10",,"no","no","no","no"
"Fullers Earth","Fullers Earth","fullers earth",,"pigment manufacture",,,,"01","01P040L16",,"no","no","no","no"
"Burnt Bones may be purchased of the ammonia manufacturers","Burnt Bones may be purchased of the ammonia manufacturers","burnt bones",,"notes","bone black, ammonia",,,"01","01P040L18",,"no","no","no","no"
"(Qy) [Gum and Sugar]","(Qy) [Gum and Sugar]","[chemical notes : misc.]",,"chemical formulae","gum","Brande",,"01","01P040L20",,"no","no","no","no"
"Omnium Gatherum No. 2","Om<em>niu</em>m Gath<em>eru</em>m No. 2","cover with title",,"cover page",,,,"02","02COVERL01",,"no","no","no","no"
"Painting in Water Colour","Painting in Wat<em>er </em>Colour","Working memoranda on watercolour",,"notes on watercolour","dark ground, fixative",,,"02","02P001L01",,"no","no","no","no"
"Tablets for painting","Tablets for painting","Paper tablet support for painting",,"paper, paper support","painting support",,,"02","02P001L09",,"no","no","no","no"
"Advertisement to Sell Cake colours","Advertisement to Sell Cake colours","Advertisement for watercolour cakes",,"watercolour cakes, prices, W&N, advertisement",,,,"02","02P002L01","prices","no","no","no","no"
"An Idea for a Vessell to contain Wine","An Idea for a Vessell to contain Wine","[unrelated drawing]",,"unrelated material, unrelated drawing, equipment design","wine vessel",,,"02","02P002L06",,"no","no","no","yes"
"[Notes for Precipitation of Lake Body]","[Notes for Precipitation of Lake Body]","Notes for precipitation of Lake Body",,"notes","lake base",,,"02","02P002L15",,"no","no","no","no"
"Will Damar [?] Gum dissolve in Alcohol","Will Damar [?] Gum dissolve in Alcohol","[notes on varnish]",,"question posed (not answered), varnish manufacture, notes on varnish, notes on solvents","solubility",,,"02","02P002L18",,"no","no","no","no"
"Will Copal dissolve in Caustic Alkali","Will Copal dissolve in Caustic Alkali","[notes on varnish]",,"question posed (not answered), varnish manufacture, notes on varnish, notes on solvents","solubility",,,"02","02P002L19",,"no","no","no","no"
"Solution of Caoutchouc","Solution of Caoutchouc","Rubber solution for varnish manufacture",,"varnish manufacture, notes on varnish, equipment design",,"Murphy Surgeon [?] of Birmingham",,"02","02P003L01",,"no","yes","no","yes"
"Canvas priming apparatus - a suggestion","Canvas priming apparatus - a suggestion","canvas preparation",,"equipment design, canvas preparation, notes",,,,"02","02P004L09",,"no","no","no","yes"
"Tooth Powder","Tooth Powder","[unrelated material]",,"unrelated material","charcoal powder",,,"02","02P005L10",,"no","no","no","no"
"[Woodwork plaster]","[Woodwork plaster]","[unrelated material]",,"unrelated material",,,,"02","02P005L17",,"no","no","no","no"
"Mr[?] Sheppards Water Filtre","Mr[?] Sheppards Water Filtre","water purification",,"equipment design","water purification","Sheppard[s?]",,"02","02P006L01",,"no","no","no","yes"
"Beer Measure","Beer Measure","Measures and quantities",,"notes, terminology defined, measures, quantities",,,,"02","02P008L01",,"no","no","no","no"
"Parts of Nelson's Machinery","Parts of Nelson's Machinery","machinery [unknown purpose]",,"equipment design",,"Nelson",,"02","02P008L09",,"no","no","no","yes"
"Calcining Cologne Earth","Calcining Col<em>ogne </em>Earth","[notes on earth pigments]",,"notes","Cologne earth",,,"02","02P009L01",,"no","no","no","no"
"Travellers Address - [Purdue, Cheesemongers] ","Travellers Address - [Purdue, Cheesemongers]","address (unrelated)",,"unrelated material",,"Purdue, Mr G. & Mr. John (Purdue & Twiddy) [wholesale cheesemongers], Robinson [?]",,"02","02P009L07",,"no","no","no","no"
"Cumberland Lead","Cumberland Lead","weight of Cumberland Lead",,"measures","lead pigments",,,"02","02P009L12",,"no","no","no","no"
"Experiment for Alumina in Potash","<em>E</em>xp<em>erimen</em>t for Alu<em>mina </em>in Pot<em>ash</em>","alumina",,"experiment","alumina, potash",,,"02","02P009L15",,"no","yes","no","no"
"Varnish - Bakers batch to add to Rudds varnish","Varnish - Bakers batch to add to Rudds varn<em>is</em>h","varnish",,"varnish manufacture","varnish alteration","Rudds",,"02","02P009L19",,"no","yes","no","no"
"Newberry - Gold Paper Maker","Newberry - Gold Paper Maker","address",,"notes on people or companies","gold paper","Newberry - Gold Paper Maker Hemlock Court. Carey St",,"02","02P010L01",,"no","no","no","no"
"Commercial Tariffs Part the 4th (France)","Commercial Tariffs Part the 4th (France)","Commercial Tariffs book",,"book",,"Knott (publisher)",,"02","02P010L03",,"no","no","no","no"
"Harris Optician Holborn retail charges","Harris Optician Holborn retail charges","address",,"prices, not W&N",,,,"02","02P010L06","prices","no","no","no","no"
"Asphaltum/Black Japan [B...hers]","Asphaltum/Black Japan [B...hers]","asphaltum",,"miscellaneous materials","asphalt, copal, litharge, red lead, gum",,"1843","02","02P010L11",,"no","no","no","no"
"Sheldon Birmingham","Sheldon Birmingham","address",,"notes on people or companies",,"Sheldon Birmingham","1843","02","02P010L17",,"no","no","no","no"
"Mars Yellow","Mars Yellow","mars yellow",,"experiment","Mars pigments",,,"02","02P010L19",,"no","no","no","no"
"Mars Brown","Mars Brown","Mars brown",,"experiment","Mars pigments, Prussian blue",,,"02","02P010L20",,"no","no","no","no"
"Body with Ammonia","Body with Ammonia","body",,"experiment","body",,,"02","02P011L01",,"no","no","no","no"
"Patent Dryers","Patent Dryers","dryers : patent",,"dryers","patent dryers","Blimock [?] Spence, Purdue Robinsons Traveller",,"02","02P011L05",,"no","no","no","no"
"Painted Cloths for Coachmaking","Painted Cloths for Coachmaking","painted cloth for coachmaking",,"customers [people supplied TO], miscellaneous materials",,"Purdue, Kingdon Blackfriars Rd",,"02","02P011L09","costs, prices","no","no","no","no"
"Powder Lake called Parisian Lake","Powder Lake called Parisian Lake","Parisian lake",,"pigment manufacture, suppliers","lake","Brown & Co, W., Glasgow",,"02","02P011L13",,"no","no","no","no"
"Query will Ammoniacal Soap dissolve in Spirit Wine","Query will Ammoniacal Soap dissolve in Sp<em>iri</em>t Wine","[solubility of ammonia soap in alcohol]",,"question posed (not answered), medium manufacture","solubility",,,"02","02P011L15",,"no","no","no","no"
"Neighbour & Son Stal'm[?] Warehouse High Holborn","Neighbour &amp; Son Stal'm[?] Warehouse High Holborn","address",,"address",,,,"02","02P011L18",,"no","no","no","no"
"Purifying of Linseed Oil Monro [?]","Purifying of Lins<em>ee</em>d Oil Monro [?]","oil : method of purification",,"oil treatment","linseed oil",,,"02","02P012L01",,"no","no","no","no"
"Idea about Painting in Fresco","Idea about Painting in Fresco","fresco painting",,"paint for special use","fresco",,,"02","02P012L07",,"no","no","no","no"
"French language","French language","[unrelated material]",,"unrelated material",,,,"02","02P012L14",,"no","no","no","no"
"Writing Gold Size","Writing Gold Size","gold size",,"question posed (not answered)","gum, gold size, dammar, mastic, ammonia",,,"02","02P012L18",,"no","no","no","no"
"Quick Drying Varnish","Quick Drying Var<em>nis</em>h","varnish",,"varnish manufacture","dryers, varnish alteration",,,"02","02P013L01",,"no","no","no","no"
"Pale Varnish","Pale Varnish","varnish : alt pale",,"varnish manufacture","varnish alteration","Monro",,"02","02P013L07",,"no","no","no","no"
"Letter Paper","Letter Paper","[unrelated material]",,"unrelated material, paper",,,,"02","02P013L12",,"no","no","no","no"
"Baking","Baking","[unrelated material]",,"unrelated material","bread",,,"02","02P013L16",,"no","no","no","no"
"Cake Colours","Cake Colours","[unrelated material]",,"unrelated material","bread",,,"02","02P014L01",,"no","no","no","no"
"Canvas","Canvas","canvas preparation",,"canvas",,,,"02","02P014L03",,"no","no","no","no"
"Or Molu","Or Molu","ormolu",,"gilding",,,,"02","02P014L09",,"no","no","no","no"
"Varnish","Varnish","varnish : cabinet",,"varnish manufacture","varnish alteration, dryers",,,"02","02P014L12",,"yes","no","no","no"
"Challo[u]er of Darby sells fine Colcotham [?]","Challo[u]er of Darby sells fine Colcotham [?]","address",,"notes on people or companies, address",,,,"02","02P014L15",,"no","no","no","no"
"Ochres","Ochres","ochres",,"notes on people or companies, suppliers","ochres, blue pigments, black pigments","Ball, Philip, Stoke upon Trent",,"02","02P014L17",,"no","no","no","no"
"Boiling Oil in Liverpool Oil","Boiling Oil in Liverpool Oil","oil : boiling",,"oil : misc., suppliers","oil, rosin","Taylor",,"02","02P015L01",,"no","no","no","no"
"Patu[?] used by Gilders","Patu[?] used by Gilders","gilding",,"gilding, suppliers",,,,"02","02P015L05",,"no","no","no","no"
"White Lead Man.","White Lead Man.","lead white",,"suppliers","lead white, red lead","Lock Blacket & Co., Newcastle on Tyne (Gallowgate)",,"02","02P015L08","costs, prices","no","yes","no","no"
"Green Varnish for Paper Stainers to print with","Green Varnish for Paper Stainers to print with","varnish : green",,"varnish manufacture, printing","varnish alteration",,,"02","02P015L13",,"no","no","no","no"
"Printing in Bronze","Printing in Bronze","bronze ink",,"printing","""gold"" ink [bronze]",,,"02","02P016L01",,"no","no","no","no"
"Anderson's Models of mercantile correspondance in a series of letters","Anderson's Models of mercantile correspondance in a series of letters","[unrelated material]",,"unrelated material, notes on people or companies",,"Anderson",,"02","02P016L14",,"no","no","no","no"
"Lloyd & Co Edinburg","Lloyd &amp; Co Edinburg","supplier : materials",,"suppliers",,"Lloyd & Co.",,"02","02P016L15",,"no","no","no","no"
"Cowan & Co.","Cowan &amp; Co.","supplier : materials",,"notes on people or companies",,"Cowan & Co.",,"02","02P016L21",,"no","no","no","no"
"Rheumatism & Gout","Rheumatism &amp; Gout","[medical recipe]",,"unrelated material, medical recipe",,,,"02","02P017L01",,"no","no","no","no"
"Juvenile Colours - large cakes","Juvenile Colours - large cakes","watercolour : notes",,"watercolour cakes",,"Howards",,"02","02P017L14",,"no","no","no","no"
"Hand Made Papers","Hand Made Papers","paper",,,,"Evans, Derby, Lloyds",,"02","02P017L17",,"no","no","no","no"
"Lapis Lazuli","Lapis Lazuli","ultramarine pigment","Restricted","suppliers","ultramarine","Blogg & Martin Bucklersburg Diamond Merchants",,"02","02P017L19",,"no","no","no","no"
"Blue Ink for Machine Rulers [?]","Blue Ink for Machine Rulers [?]","blue ink",,"ink",,,,"02","02P018L01","costs","no","no","no","no"
"Whiting","Whiting","whiting",,"suppliers","whiting","Lloyd",,"02","02P018L06",,"no","no","no","no"
"Fine Lime","Fine Lime","lime : notes",,"plaster, address, gilding","Gilmartin Lime, West Calder Lime","Smith, Mr., GIlder of Edinburgh",,"02","02P018L10",,"no","yes","no","no"
"Rouge","Rouge","rouge",,"suppliers",,"R.L La[...]h, Leith",,"02","02P018L17","costs","no","no","no","no"
"Asphaltum","Asphaltum","asphaltum",,"dryers","asphalt",,,"02","02P018L21",,"no","yes","no","no"
"Cowan & Co Edinburgh Paper Makers","Cowan &amp; Co Edinburgh Paper Makers","address",,"paper, suppliers",,"Cowan & Co.",,"02","02P019L01",,"no","no","no","no"
"Letter Clip","Letter Clip","[unrelated material]",,"unrelated material",,"Merry Phipson & Parker, Birmingham",,"02","02P019L06",,"no","no","no","no"
"W'm Brown & Co Glasgow prices 1844","W'm Brown &amp; Co Glasgow prices 1844","price list, Brown",,"suppliers, prices, not W&N","Parisian Lake, China blue, Bristol Pink, Rose Pink, Brunswick green, Vernal Green","Brown & Co, W., Glasgow","1844","02","02P019L07","costs","no","no","no","no"
